ampl.tab 2 2
KT	KP	dx	dy
10	20	4.957360931712117	4.056114250348578
11	1	5.630616075715773	4.483581389140795
11	2	5.7110715444159	4.737770116647914
11	3	5.709499511686519	5.0037411452013965
11	4	5.626513133493789	5.255939232501675
11	5	5.47033052856318	5.470330528563175
11	6	5.255939232501677	5.626513133493788
11	7	5.0037411452014	5.709499511686525
11	8	4.737770116647909	5.711071544415896
11	9	4.483581389140796	5.6306160757157695
11	10	4.265933038786281	5.475351273712229
11	11	4.106416943785899	5.2598654419916855
11	12	4.021244628378296	5.004924549717665
11	13	4.019435647249614	4.735573407214793
11	14	4.101668727034403	4.478657895740522
11	15	4.260014049879042	4.260014049879041
11	16	4.478657895740522	4.101668727034407
11	17	4.735573407214792	4.019435647249613
11	18	5.00492454971766	4.0212446283782945
11	19	5.25986544199169	4.1064169437859
11	20	5.475351273712221	4.2659330387862795
12	1	5.909532165478045	4.5365702145551685
12	2	6.008224172159919	4.840312978770781
12	3	6.008224172159917	5.159687021229215
12	4	5.909532165478036	5.463429785444839
12	5	5.721808813355938	5.721808813355933
12	6	5.463429785444841	5.909532165478036
12	7	5.159687021229219	6.008224172159926
12	8	4.840312978770775	6.008224172159913
12	9	4.536570214555169	5.909532165478041
12	10	4.278191186644058	5.721808813355943
12	11	4.090467834521967	5.4634297854448395
12	12	3.9917758278400797	5.159687021229218
12	13	3.9917758278400832	4.840312978770786
12	14	4.0904678345219585	4.5365702145551605
12	15	4.278191186644063	4.2781911866440625
12	16	4.5365702145551605	4.090467834521964
12	17	4.840312978770784	3.991775827840081
12	18	5.159687021229212	3.991775827840078
12	19	5.463429785444846	4.09046783452197
12	20	5.721808813355932	4.278191186644056
